亲爱的，晚饭做什么吃？	红烧鲤鱼和鲜蘑油菜。
你好，我想买一张去Brussels的票。	好的，先生，这是我们的列车时刻表。每天早晨我们有一趟特快列车出发，晚上有一趟9点的火车。
请你找其他有空位的班机去东京好吗？	当然，我们尽力想办法。
你好，我要确认我去伦敦的班机。	是的，先生，你打过电话给航空公司吗？
下午好,小姐.后天是否有去旧金山的飞机票?	下午好, 先生.我给你看一下时刻表,很抱歉后天直达的飞机票已全部售完
上午好,小姐.9月1日是否有去迈阿密的船票	是的 有。你要什么样的舱位。
能为我订一张去纽约的机票吗？	可以，想什么时候离开？
我可以预订去东京的10号航班吗？	对不起，满座了。
你知道怎么去北京的香山吗？我听说它在中国非常有名。	没错，特别是在秋天，红色的枫叶把整座山都染成红色的了。
能给我讲点巴黎的情况吗？	没问题。你想知道什么？
明天我想带你们到几个地方去看看，我肯定你们会感兴趣的。	还有什么有趣的地方我们没去过？
你的旅行进行的怎么样了？	我玩得非常开心，不过这里的天气太热了。
这城市什么出名？	茶和丝绸。
我要跟导游在山里观光。	你会看到世界著名，壮观的大瀑布。
小姐，打扰了，我的朋友生病了。	是他吗？是的。他看起来脸上苍白，有什么我可以帮忙的吗？
很高兴你终于回来了。我还在想发生了什么事。	我觉得我好笨。
希望这里有好吃的。	是啊，好贵，也许不该来的。
爱丽丝，真的好好玩。我觉得这里最有趣的就是鬼屋了，你真的要去玩玩看。	我才不想。
好热喔！我们去玩鬼屋如何？至少里面有空调。	我告诉过你好几次了，我不想玩鬼屋。那太恐怖了。
白宫是总统和他的家人住的地方。他们很多地方不会让人参观的，或许只能参观几间展览室而已。	不是这样。白宫很大，有很多历史文物。导游人员会带我们参观各个展览室，旅游指南上有说到。
你们今天打算做什么？	现代艺术博物馆现在展出法国画家马蒂斯的作品，赖瑞和我想去看看。
欢迎来到“探险旅游”。您需要什么服务？	我想预定一个带有冒险运动的旅游。
对不起，在美术馆内，你不可以照相。	是那样吗？我不知道。
还好这趟行程我有带夹克来。	是啊，我不知道华盛顿特区的冬天这么冷。
有些地方最好不要去。但是我可以告诉你搭什么公车，不会有问题的。	我们也想看自由女神像。
阿美，这是古代中国馆吗？	是啊。看这些历史遗址，真令人惊叹！
你到美国后要干什么？	大多数时间是去观光.观赏那里的美丽风光。
欢迎来到Perfect Getaway Tours，您需要什么服务？	我想为我和妻子寻找一个神奇的地方。
打扰一下。	什么事？
你会说英语吗？	会一点。
本叔叔，紫禁城这个名字是怎么来的啊？	这个嘛，在封建社会，帝王拥有至高无上的权利，那他的住处当然是禁地啦。
这个奥运公园可真大啊！	是啊，我们现在在奥运体育场，公园的中心。
人太多了，票都卖完了。	幸好我们买了最后两张。
我觉得做导游不错。	你要去哪儿？
请问这里最好的参观游览处是哪里?	那要视情况而定假如你们对城市有兴趣.喜欢坐小汽车环游我可以当你们的向导,我们把下午空出来.你们愿意的话不妨去购物城买买东西.
先生，欢迎你。有什么我可以帮你吗？	是的，我想去美国度假。
女士们，先生们，我们即将到达纽约，这有几张表需要你们填一下。	是什么表啊，小姐？
下午好。各位先生和女士，前往 新竹的火车将在15分钟后到达5号站台。	你听到 广播了吗？我们现在去第5站台吧。
欢迎搭乘台湾航空，在飞机起飞前，请注意看飞行安全事项。	虽然我们是在经济舱，座位还是蛮大的。
哇！多么漂亮的观光胜地！这么宽广。只要呼吸一下这儿的空气，几乎就能尝到它的新鲜味道。	你从山顶可以俯瞰桂林。
这风景真是太美了！	一点儿也不假。大峡谷真是大自然的杰作。世上谁有这个本事呢？
客房部。我能为您做什么吗？	这是房间2012。我送洗的衣服呢？你们承诺今天早晨会送来的。
救命！救命!	出什么事了，夫人？
我要投诉。一个无理的服务员刚才对我很粗暴。	很抱歉。能告诉我您的姓名和房间号吗？我们会立刻处理这件事情。
你们的自助旅行怎么样？	一切都如愿，我们一下飞机就坐车去迪斯尼乐园，我喜欢米老鼠。吉尼特和我第一天全天都在乐园里坐各种乘坐装置游玩。
我想找一种舒适方便的方法来游览这个国家。	你听说过乘大客车旅行吗?这是旅行业增长最快的一个方向。
你好，查克，很高兴看到你回来上班。你的中国之行怎么样啊？	简直太棒了！我希望我能在那儿再待一段时间．
需要帮忙吗？	我和我的夫人想看看深圳、广州和珠海的名胜古迹，你能为我们安排一次旅行吗？
晚上好，先生。您是美国来的吉姆·史怀特先生吗？	是的。
我听说你要到国外去旅行。	是的，我要去美国旅游。有什么可以推荐的？
火车到了吗？	没有，我也是等了好半天了。
我们一路上要在几个港口停留？	4个港口。
天气真好啊！	是的。这里太好了。草地比城市里的绿，空气也比城市里的清新。
你以前去过上海吗？	是的我去过。我在过去这些年里一共去了三次。
您好，这里是假日旅店。我能帮您什么？	你好。如果团队预定是否有特别的折扣？
王小姐，这位是古柏先生，是常春藤出版公司的总裁。	幸会，古柏先生。
亲爱的，我攒了一个月的假，咱们去欧洲玩玩吧？	这主意不错，但我们今年的预算挺紧的．
萨拉，收拾好了吗？要我帮忙吗?	不用，我自己能行，
终于上飞机了啊！	是啊，真挤，累死我了，先找座位吧。
哇!你们要去西藏？	是的,我和我哥哥去,刚定好行程。
天气真好啊!	是啊，去草坪晒晒太阳吧。
杰瑞,你怎么了？看上去很不高兴.	老实说，我被甩了。
我需要签证吗？	不，我认为你不需要。但是你必须带上护照，这是当然的。
下个星期我必须去伦敦几天。你想一起来吗？	不错。你要怎么去那里？
推荐几个观光的好去处好吗？	大裂谷怎么样？
女士，您好。谢谢来接我。现在的天气很糟糕。	是这样的。已经下了几个小时的雨了。
莉莉，我们去度假吧!	乔治，我们怎么去得了？度假要花钱。而这个月我们付清房租后就所剩无几了。
妈妈，你认为呢？	你也想待在北京吗,去参观一些文化遗址吗？
打扰了。你有晕车药吗？	是的，有，但是你看起来很好。
爸爸，能帮我一起准备爬山的装备吗？	好的，这就来。
爸爸，你准备怎么过周末呢？	我需要完成我的科研论文。
本，这个假期，你觉得我们该去哪儿？	我觉得还是待在北京好。
你本应该呆在家里享受丰盛大餐的。	是啊。我当时应该提前去买票的，但是现在......
我们能及时到机场吗？	如果交通不太拥挤，我们可以赶到。
早上好。我能帮您吗？	请问15点16分去北京的航班还有没有票?
谢谢你们两位把我送到机场。	哪儿的话。您仍会通过这儿的办事处继续跟我们保持联络，是吧？
我们现在住在假日酒店，到机场怎么走？	我们在市区每20分钟有班车开往机场。班车会在假日酒店停。请您7:30之前一定要乘上我们的班车。
您比较喜欢靠窗还是靠走道的位置？	请给我一个靠窗的位置。
麻烦下一位。	这是我们的护照和机票。
对不起，我不太舒服。我想我快吐了。	在你前方的座位后面有一个晕机呕吐袋。
请打开你的手提箱。	好的，给你。
各位女士，各位先生，我们的班机因机场拥挤将会延误一个小时。	对不起，小姐。广播说些什么呢？
请你把情形告诉我好吗？	我在朋友房间聊天大概一个小时左右。
我可以看一下你的护照吗？	在这里。
我的行李遗失了！	你有机票和行李单吗？
我恐怕我是在购物时把机票遗失了。	听到此事我很遗憾，你有没有详细检查你的肩袋呢？
早上好，先生。能给我看一下您的登机牌吗？	给你。
怎么啦，先生？你看起来脸色苍白。	我感觉头晕，虚弱。耳朵也有点疼，我想我是病了。
打扰一下，先生您要点什么，中餐还是西餐？	我要中餐。
早上好，先生，有什么可以为您服务的？	我明天应该结账，但是我还想再住两天。
您好，先生。您预订了房间了吗？	没有，还有空的单人间吗？
您好。预约服务。我能为您做什么？	我想要订一个房间。
您好，这里是预约服务。我能帮您吗？	是的。我想订一个复式套房。
嗯，让我试试。等等，这里有姓张的是 J - A - N - G，不是 J - I - A - N - G。是给一位张先生订的。	那应该是我，也许他们打错了。我先生的英文不是很好。
你有预约吗？	是的，这就是我们的确认单。
我能为你服务吗？	我要登记住房。
我能为您效劳吗？	是的，你们还有房间吗？
先生，我能帮您吗?	是的，我要退房。
您好，我能为您服务吗？	是的，我们预订了房间。
你好，我预订了15日的房间。	好的，请问您的大名是？
我订了一间有浴室的单人房。	很抱歉，单人房已经满了。
很抱歉，我好像已把保险箱的钥匙掉了。	你想想看掉在哪里？是掉在饭店外面吗？
我现在可以去房间了吗？	可以,电梯在拐角处,您可以先上去,您的行李马上就搬上去.
